Assay,Taxon,Name,Amp
CMCP_2,Unspecified,Sinocyclocheilus altishoulderus,0.142
CMCP_2,Unspecified,Rasbora sarawakensis,0.141
CMCP_2,Unspecified,Rasbora trilineata,0.141
CMCP_2,Unspecified,Schizopygopsis stoliczkai,0.141
CMCP_2,Unspecified,Sinocyclocheilus bicornutus,0.141
CMCP_2,Unspecified,Schizothorax eurystomus,0.141
CMCP_2,Unspecified,Saurogobio xiangjiangensis,0.141
CMCP_2,Unspecified,Pteronotropis welaka,0.14
CMCP_2,Unspecified,Pseudophoxinus punicus,0.14
CMCP_2,Unspecified,Rostrogobio liaohensis,0.14
CMCP_2,Unspecified,Schizopyge gongshanensis,0.14
CMCP_2,Unspecified,Schizothorax gongshanensis,0.14
CMCP_2,Unspecified,Schizothorax nukiangensis,0.14
CMCP_2,Unspecified,Platygobio gracilis,0.14
CMCP_2,Unspecified,Rhinichthys falcatus,0.14
CMCP_2,Unspecified,Puntius conchonius,0.139
CMCP_2,Unspecified,Sarcocheilichthys lacustris,0.139
CMCP_2,Unspecified,Sarcocheilichthys sinensis,0.139
CMCP_2,Unspecified,Plagopterus argentissimus,0.138
CMCP_2,Unspecified,Richardsonius balteatus,0.138
CMCP_2,Unspecified,Saurogobio xiangjiangenesis,0.137
CMCP_2,Unspecified,Raiamas guttatus,0.137
CMCP_2,Unspecified,Puntius tetrazona,0.137
CMCP_2,Unspecified,Rasbora vaillantii,0.137
CMCP_2,Unspecified,Schizopyge niger,0.137
CMCP_2,Unspecified,Schizothorax grahami,0.137
CMCP_2,Unspecified,Pseudophoxinus handlirschi,0.136
CMCP_2,Unspecified,Sinocyclocheilus cyphotergous,0.136
CMCP_2,Unspecified,Sinocyclocheilus multipunctatus,0.136
CMCP_2,Unspecified,Saurogobio gracilicaudatus,0.136
CMCP_2,Unspecified,Rhynchocypris lagowskii,0.136
CMCP_2,Unspecified,Rasbora naggsi,0.135
CMCP_2,Unspecified,Pseudobarbus asper,0.135
CMCP_2,Unspecified,Scardinius scardafa,0.134
CMCP_2,Unspecified,Sinocyclocheilus aquihornes,0.134
CMCP_2,Unspecified,Rasbora rutteni,0.134
CMCP_2,Unspecified,Sarcocheilichthys caobangensis,0.134
CMCP_2,Unspecified,Rasbora paucisqualis,0.133
CMCP_2,Unspecified,Saurogobio immaculatus,0.133
CMCP_2,Unspecified,Rasbora armitagei,0.132
CMCP_2,Unspecified,Pseudophoxinus crassus,0.132
CMCP_2,Unspecified,Saurogobio lissilabris,0.132
CMCP_2,Unspecified,Sarcocheilichthys nigripinnis,0.132
CMCP_2,Unspecified,Sarcocheilichthys variegatus,0.132
CMCP_2,Unspecified,Rasbora kalochroma,0.131
CMCP_2,Unspecified,Rhodeus amarus,0.131
CMCP_2,Unspecified,Romanogobio parvus,0.13
CMCP_2,Unspecified,Puntius hexazona,0.13
CMCP_2,Unspecified,Rhodeus ocellatus,0.13
CMCP_2,Unspecified,Rutulis sericeus,0.13
CMCP_2,Unspecified,Semotilus thoreauianus,0.13
CMCP_2,Unspecified,Rasbora cephalotaenia,0.13
CMCP_2,Unspecified,Rasbora jacobsoni,0.13
CMCP_2,Unspecified,Romanogobio ciscaucasicus,0.13
CMCP_2,Unspecified,Rhodeus sericeus,0.13
CMCP_2,Unspecified,Raiamas batesii,0.129
CMCP_2,Unspecified,Rhinichthys osculus,0.129
CMCP_2,Unspecified,Rutilus rubilio,0.129
CMCP_2,Unspecified,Pseudophoxinus beoticus,0.129
CMCP_2,Unspecified,Saurogobio dabryi,0.129
CMCP_2,Unspecified,Ptychocheilus oregonensis,0.129
CMCP_2,Unspecified,Pseudolaubuca engraulis,0.129
CMCP_2,Unspecified,Rhodeus spinalis,0.128
CMCP_2,Unspecified,Rhynchocypris czekanowskii,0.128
CMCP_2,Unspecified,Pseudogyrinocheilus prochilus,0.128
CMCP_2,Unspecified,Saurogobio dumerili,0.128
CMCP_2,Unspecified,Rhinichthys evermanni,0.128
CMCP_2,Unspecified,Schizopygopsis younghusbandi,0.127
CMCP_2,Unspecified,Raiamas bola,0.127
CMCP_2,Unspecified,Rhodeus atremius,0.127
CMCP_2,Unspecified,Pseudophoxinus battalgilae,0.127
CMCP_2,Unspecified,Pseudophoxinus battalgili,0.127
CMCP_2,Unspecified,Pseudophoxinus alii,0.127
CMCP_2,Unspecified,Pseudophoxinus antalyae,0.127
CMCP_2,Unspecified,Rhodeus albomarginatus,0.127
CMCP_2,Unspecified,Sahyadria denisonii,0.127
CMCP_2,Unspecified,Schizopygopsis thermalis,0.127
CMCP_2,Unspecified,Rhynchocypris kumgangensis,0.127
CMCP_2,Unspecified,Pteronotropis euryzonus,0.126
CMCP_2,Unspecified,Pteronotropis metallicus,0.126
CMCP_2,Unspecified,Rasbora maninjau,0.126
CMCP_2,Unspecified,Pimephales tenellus,0.126
CMCP_2,Unspecified,Rhinichthys cataractae,0.126
CMCP_2,Unspecified,Ptychocheilus umpquae,0.126
CMCP_2,Unspecified,Puntius titteya,0.125
CMCP_2,Unspecified,Pteronotropis grandipinnis,0.125
CMCP_2,Unspecified,Scardinius dergle,0.125
CMCP_2,Unspecified,Pteronotropis hypselopterus,0.125
CMCP_2,Unspecified,Rastrineobola argentea,0.124
CMCP_2,Unspecified,Sinocyclocheilus maitianheensis,0.124
CMCP_2,Unspecified,Sinocyclocheilus maculatus,0.124
CMCP_2,Unspecified,Sinocyclocheilus xunlensis,0.124
CMCP_2,Unspecified,Rasbora brittani,0.124
CMCP_2,Unspecified,Scardinius plotizza,0.124
CMCP_2,Unspecified,Rhodeus notatus,0.124
CMCP_2,Unspecified,Sinocyclocheilus anophthalmus,0.124
CMCP_2,Unspecified,Romanogobio tenuicorpus,0.124
CMCP_2,Unspecified,Ptychocheilus lucius,0.124
CMCP_2,Unspecified,Rhodeus lighti,0.124
CMCP_2,Unspecified,Sinocyclocheilus macrophthalmus,0.123
CMCP_2,Unspecified,Poropuntius krempfi,0.123
CMCP_2,Unspecified,Rhodeus meridionalis,0.123
CMCP_2,Unspecified,Pteronotropis merlini,0.123
CMCP_2,Unspecified,Romanogobio kesslerii,0.123
CMCP_2,Unspecified,Puntius chalakkudiensis,0.123
CMCP_2,Unspecified,Sinocyclocheilus anshuiensis,0.123
CMCP_2,Unspecified,Semotilus corporalis,0.123
CMCP_2,Unspecified,Puntius chelynoides,0.122
CMCP_2,Unspecified,Romanogobio albipinnatus,0.122
CMCP_2,Unspecified,Puntius everetti,0.122
CMCP_2,Unspecified,Sinocyclocheilus brevifinus,0.122
CMCP_2,Unspecified,Sinocyclocheilus huangtianensis,0.122
CMCP_2,Unspecified,Sinocyclocheilus erythrophthalmus,0.122
CMCP_2,Unspecified,Scardinius elmaliensis,0.122
CMCP_2,Unspecified,Rasbora kalbarensis,0.122
CMCP_2,Unspecified,Rasbora bankanensis,0.122
CMCP_2,Unspecified,Rasbora patrickyapi,0.122
CMCP_2,Unspecified,Platysmacheilus nudiventris,0.122
CMCP_2,Unspecified,Scardinius erythrophthalmus,0.122
CMCP_2,Unspecified,Sarcocheilichthys davidi,0.122
CMCP_2,Unspecified,Rhodeus sinensis,0.122
CMCP_2,Unspecified,Puntius oligolepis,0.121
CMCP_2,Unspecified,Probarbus labeaminor,0.121
CMCP_2,Unspecified,Poropuntius laoensis,0.121
CMCP_2,Unspecified,Scardinius graecus,0.121
CMCP_2,Unspecified,Rasbora elegans,0.121
CMCP_2,Unspecified,Probarbus jullieni,0.121
CMCP_2,Unspecified,Sinocyclocheilus liboensis,0.121
CMCP_2,Unspecified,Sinocyclocheilus angularis,0.121
CMCP_2,Unspecified,Pseudaspius leptocephalus,0.121
CMCP_2,Unspecified,Pseudobarbus senticeps,0.12
CMCP_2,Unspecified,Sinocyclocheilus qiubeinsis,0.12
CMCP_2,Unspecified,Sinocyclocheilus yimenensis,0.12
CMCP_2,Unspecified,Sinocyclocheilus hyalinus,0.12
CMCP_2,Unspecified,Sinocyclocheilus jiuxuensis,0.12
CMCP_2,Unspecified,Sinocyclocheilus mashanensis,0.12
CMCP_2,Unspecified,Sinocyclocheilus gracilicaudatus,0.12
CMCP_2,Unspecified,Sinocyclocheilus hugeibarbus,0.12
CMCP_2,Unspecified,Poropuntius opisthoptera,0.12
CMCP_2,Unspecified,Poropuntius opisthopterus,0.12
CMCP_2,Unspecified,Rhynchocypris percnurus,0.12
CMCP_2,Unspecified,Rhinogobio hunanensis,0.12
CMCP_2,Unspecified,Raiamas buchholzi,0.12
CMCP_2,Unspecified,Rasbora semilineata,0.12
CMCP_2,Unspecified,Poropuntius bantamensis,0.12
CMCP_2,Unspecified,Sinocyclocheilus lingyunensis,0.12
CMCP_2,Unspecified,Sinocyclocheilus longibarbatus,0.12
CMCP_2,Unspecified,Sinocyclocheilus jii,0.12
CMCP_2,Unspecified,Sinocyclocheilus grahami,0.12
CMCP_2,Unspecified,Sinocyclocheilus huizeensis,0.12
CMCP_2,Unspecified,Sinocyclocheilus tingi,0.12
CMCP_2,Unspecified,Scaphiodonichthys acanthopterus,0.12
CMCP_2,Unspecified,Pseudohemiculter hainanensis,0.12
CMCP_2,Unspecified,Pseudaspius hakonensis,0.119
CMCP_2,Unspecified,Sinocyclocheilus yangzongensis,0.119
CMCP_2,Unspecified,Sinocyclocheilus yishanensis,0.119
CMCP_2,Unspecified,Rhodeus laoensis,0.119
CMCP_2,Unspecified,Pseudolaubuca sinensis,0.119
CMCP_2,Unspecified,Romanogobio benacensis,0.119
CMCP_2,Unspecified,Salmophasia bacaila,0.118
CMCP_2,Unspecified,Rhynchocypris jouyi,0.118
CMCP_2,Unspecified,Pseudophoxinus anatolicus,0.118
CMCP_2,Unspecified,Rasbora borneensis,0.118
CMCP_2,Unspecified,Rasbora atridorsalis,0.118
CMCP_2,Unspecified,Rasbora subtilis,0.118
CMCP_2,Unspecified,Poropuntius huangchuchieni,0.118
CMCP_2,Unspecified,Sinocrossocheilus labiata,0.118
CMCP_2,Unspecified,Sinocrossocheilus labiatus,0.118
CMCP_2,Unspecified,Sinocyclocheilus wumengshanensis,0.118
CMCP_2,Unspecified,Saurogobio gymnocheilus,0.118
CMCP_2,Unspecified,Pungtungia herzi,0.118
CMCP_2,Unspecified,Schizothorax macropogon,0.117
CMCP_2,Unspecified,Qianlabeo striatus,0.117
CMCP_2,Unspecified,Sinocyclocheilus macrolepis,0.117
CMCP_2,Unspecified,Sinocyclocheilus huanjiangensis,0.117
CMCP_2,Unspecified,Puntius jerdoni,0.117
CMCP_2,Unspecified,Poropuntius carinatus,0.117
CMCP_2,Unspecified,Poropuntius bolovenensis,0.117
CMCP_2,Unspecified,Poropuntius lobocheiloides,0.117
CMCP_2,Unspecified,Poropuntius solitus,0.117
CMCP_2,Unspecified,Puntius fasciatus,0.117
CMCP_2,Unspecified,Rasbora arundinata,0.117
CMCP_2,Unspecified,Puntioplites proctozystron,0.117
CMCP_2,Unspecified,Poropuntius scapanognathus,0.117
CMCP_2,Unspecified,Poropuntius normani,0.117
CMCP_2,Unspecified,Raiamas salmolucius,0.116
CMCP_2,Unspecified,Pseudobarbus afer,0.116
CMCP_2,Unspecified,Pseudobarbus burchelli,0.116
CMCP_2,Unspecified,Ptychobarbus dipogon,0.116
CMCP_2,Unspecified,Schizopygopsis chengi,0.116
CMCP_2,Unspecified,Puntius kelumi,0.116
CMCP_2,Unspecified,Schizothorax curvilabiatus,0.116
CMCP_2,Unspecified,Sinocyclocheilus brevis,0.116
CMCP_2,Unspecified,Rutulis arcasi,0.116
CMCP_2,Unspecified,Rhodeus fangi,0.116
CMCP_2,Unspecified,Raiamas senegalensis,0.116
CMCP_2,Unspecified,Rasbora steineri,0.116
CMCP_2,Unspecified,Rasbora hobelmani,0.116
CMCP_2,Unspecified,Rasbora volzii,0.116
CMCP_2,Unspecified,Schizopygopsis pylzovi,0.116
CMCP_2,Unspecified,Sinocyclocheilus angustiporus,0.116
CMCP_2,Unspecified,Rhinogobio cylindricus,0.116
CMCP_2,Unspecified,Pseudohemiculter dispar,0.116
CMCP_2,Unspecified,Sarcocheilichthys parvus,0.116
CMCP_2,Unspecified,Schizothorax meridionalis,0.115
CMCP_2,Unspecified,Schizothorax rotundimaxillaris,0.115
CMCP_2,Unspecified,Schizothorax molesworthi,0.115
CMCP_2,Unspecified,Schizothorax malacanthus,0.115
CMCP_2,Unspecified,Sinocrossocheilus megalophthalmus,0.115
CMCP_2,Unspecified,Sinocyclocheilus guilinensis,0.115
CMCP_2,Unspecified,Puntioplites falcifer,0.115
CMCP_2,Unspecified,Pseudobarbus phlegethon,0.115
CMCP_2,Unspecified,Puntius lateristriga,0.115
CMCP_2,Unspecified,Puntius lineatus,0.115
CMCP_2,Unspecified,Rasbora trifasciata,0.115
CMCP_2,Unspecified,Rasbora tuberculata,0.115
CMCP_2,Unspecified,Rasbora pauciperforata,0.115
CMCP_2,Unspecified,Prolixicheilus longisulcus,0.115
CMCP_2,Unspecified,Schizothorax integrilabiatus,0.115
CMCP_2,Unspecified,Schizothorax plagiostomus,0.115
CMCP_2,Unspecified,Scaphiodonichthys burmanicus,0.115
CMCP_2,Unspecified,Pseudogobio vaillanti,0.115
CMCP_2,Unspecified,Plagiognathops microlepis,0.115
CMCP_2,Unspecified,Romanogobio belingi,0.114
CMCP_2,Unspecified,Romanogobio vladykovi,0.114
CMCP_2,Unspecified,Puntioplites bulu,0.114
CMCP_2,Unspecified,Schizothorax dulongensis,0.114
CMCP_2,Unspecified,Schizothorax yunnanensis,0.114
CMCP_2,Unspecified,Pseudobarbus tenuis,0.114
CMCP_2,Unspecified,Scardinius knezevici,0.114
CMCP_2,Unspecified,Rasbora myersi,0.114
CMCP_2,Unspecified,Sawbwa resplendens,0.114
CMCP_2,Unspecified,Rectoris luxiensis,0.114
CMCP_2,Unspecified,Schizothorax chongi,0.114
CMCP_2,Unspecified,Schizothorax kozlovi,0.114
CMCP_2,Unspecified,Schizothorax davidi,0.114
CMCP_2,Unspecified,Schizothorax sinensis,0.114
CMCP_2,Unspecified,Schizothorax dolichonema,0.114
CMCP_2,Unspecified,Schizothorax lissolabiatus,0.114
CMCP_2,Unspecified,Schizothorax prenanti,0.114
CMCP_2,Unspecified,Schizothorax griseus,0.114
CMCP_2,Unspecified,Schismatorhynchos nukta,0.114
CMCP_2,Unspecified,Rasboroides vaterifloris,0.113
CMCP_2,Unspecified,Pseudobarbus verloreni,0.113
CMCP_2,Unspecified,Ptychobarbus conirostris,0.113
CMCP_2,Unspecified,Rasbora dorsiocellata,0.113
CMCP_2,Unspecified,Puntius phutunio,0.113
CMCP_2,Unspecified,Pseudophoxinus minutus,0.113
CMCP_2,Unspecified,Pseudophoxinus maeandri,0.113
CMCP_2,Unspecified,Pseudophoxinus ninae,0.113
CMCP_2,Unspecified,Ptychobarbus chungtienensis,0.113
CMCP_2,Unspecified,Platypharodon extremus,0.113
CMCP_2,Unspecified,Sikukia gudgeri,0.113
CMCP_2,Unspecified,Puntioplites waandersi,0.113
CMCP_2,Unspecified,Ptychidio macrops,0.113
CMCP_2,Unspecified,Semilabeo notabilis,0.113
CMCP_2,Unspecified,Schizothorax biddulphi,0.113
CMCP_2,Unspecified,Procypris mera,0.113
CMCP_2,Unspecified,Salmophasia boopis,0.112
CMCP_2,Unspecified,Ptychobarbus kaznakovi,0.112
CMCP_2,Unspecified,Puntius dorsalis,0.112
CMCP_2,Unspecified,Schizothorax waltoni,0.112
CMCP_2,Unspecified,Rasbora spilotaenia,0.112
CMCP_2,Unspecified,Rasbora aprotaenia,0.112
CMCP_2,Unspecified,Schizopygopsis malacanthus,0.112
CMCP_2,Unspecified,Puntius sachsii,0.112
CMCP_2,Unspecified,Puntius semifasciolatus,0.112
CMCP_2,Unspecified,Sinocyclocheilus qujingensis,0.112
CMCP_2,Unspecified,Richardsonius egregius,0.112
CMCP_2,Unspecified,Sinocyclocheilus lateristriatus,0.111
CMCP_2,Unspecified,Puntius paucimaculatus,0.111
CMCP_2,Unspecified,Rutulis alburnoides,0.111
CMCP_2,Unspecified,Rutilus alburnoides,0.111
CMCP_2,Unspecified,Romanogobio uranoscopus,0.111
CMCP_2,Unspecified,Rasbora beauforti,0.111
CMCP_2,Unspecified,Rasbora vaterifloris,0.111
CMCP_2,Unspecified,Semilabeo obscurus,0.111
CMCP_2,Unspecified,Pseudogobio esocinus,0.111
CMCP_2,Unspecified,Schizothorax macrophthalmus,0.11
CMCP_2,Unspecified,Schizothorax raraensis,0.11
CMCP_2,Unspecified,Schizothorax oconnori,0.11
CMCP_2,Unspecified,Sikukia flavicaudata,0.11
CMCP_2,Unspecified,Sinilabeo dero,0.11
CMCP_2,Unspecified,Puntius sarana,0.11
CMCP_2,Unspecified,Rutilus macrolepidotus,0.11
CMCP_2,Unspecified,Romanogobio macropterus,0.11
CMCP_2,Unspecified,Sinocyclocheilus microphthalmus,0.11
CMCP_2,Unspecified,Rasbora johannae,0.11
CMCP_2,Unspecified,Schizopygopsis kessleri,0.11
CMCP_2,Unspecified,Schizothorax nepalensis,0.11
CMCP_2,Unspecified,Schizothorax wangchiachii,0.11
CMCP_2,Unspecified,Pseudorasbora pugnax,0.11
CMCP_2,Unspecified,Puntius thermalis,0.109
CMCP_2,Unspecified,Ptychidio jordani,0.109
CMCP_2,Unspecified,Rasbora tubbi,0.109
CMCP_2,Unspecified,Rasbora vulgaris,0.109
CMCP_2,Unspecified,Puntius melanampyx,0.109
CMCP_2,Unspecified,Puntius gelius,0.109
CMCP_2,Unspecified,Scardinius acarnanicus,0.109
CMCP_2,Unspecified,Rasbora paviana,0.109
CMCP_2,Unspecified,Rasbora rubrodorsalis,0.108
CMCP_2,Unspecified,Rhodeus suigensis,0.108
CMCP_2,Unspecified,Rasbora ennealepis,0.108
CMCP_2,Unspecified,Rasbora chrysotaenia,0.108
CMCP_2,Unspecified,Schizothorax esocinus,0.108
CMCP_2,Unspecified,Schizothorax richardsonii,0.108
CMCP_2,Unspecified,Schizothorax labiatus,0.108
CMCP_2,Unspecified,Schizothorax progastus,0.108
CMCP_2,Unspecified,Pseudochondrostoma polylepis,0.108
CMCP_2,Unspecified,Pseudorasbora interrupta,0.108
CMCP_2,Unspecified,Schizopygopsis kialingensis,0.107
CMCP_2,Unspecified,Ptychidio longibarbus,0.107
CMCP_2,Unspecified,Puntius arulius,0.107
CMCP_2,Unspecified,Rhynchocypris oxycephalus,0.107
CMCP_2,Unspecified,Pseudogobio guilinensis,0.107
CMCP_2,Unspecified,Sinibrama melrosei,0.107
CMCP_2,Unspecified,Scaphognathops stejnegeri,0.106
CMCP_2,Unspecified,Rasbora dusonensis,0.106
CMCP_2,Unspecified,Pseudocrossocheilus papillolabrus,0.105
CMCP_2,Unspecified,Rasbora rasbora,0.105
CMCP_2,Unspecified,Pteronotropis signipinnis,0.105
CMCP_2,Unspecified,Rutilus arcasii,0.105
CMCP_2,Unspecified,Rasbora laticlavia,0.105
CMCP_2,Unspecified,Rasbora sumatrana,0.105
CMCP_2,Unspecified,Pseudocrossocheilus tridentis,0.105
CMCP_2,Unspecified,Procypris rabaudi,0.105
CMCP_2,Unspecified,Pseudorasbora pumila,0.105
CMCP_2,Unspecified,Pseudochondrostoma willkommii,0.104
CMCP_2,Unspecified,Sinocrossocheilus liuchengensis,0.104
CMCP_2,Unspecified,Rutilus lemmingii,0.103
CMCP_2,Unspecified,Rasbora tornieri,0.103
CMCP_2,Unspecified,Sinibrama macrops,0.103
CMCP_2,Unspecified,Sinibrama wui,0.103
CMCP_2,Unspecified,Pseudocrossocheilus bamaensis,0.102
CMCP_2,Unspecified,Sinocrossocheilus guizhouensis,0.102
CMCP_2,Unspecified,Pseudocrossocheilus longibullus,0.102
CMCP_2,Unspecified,Pseudocrossocheilus nigrovittatus,0.102
CMCP_2,Unspecified,Sinocrossocheilus bamaensis,0.102
CMCP_2,Unspecified,Prolabeops melanhypopterus,0.102
CMCP_2,Unspecified,Raiamas christyi,0.101
CMCP_2,Unspecified,Sinilabeo rendahli,0.101
CMCP_2,Unspecified,Rectoris posehensis,0.101
CMCP_2,Unspecified,Sinibrama taeniatus,0.101
CMCP_2,Unspecified,Placocheilus caudofasciatus,0.099
CMCP_2,Unspecified,Pseudobrama simoni,0.099
